id,reference_path,search_path,gt_x,gt_y,gt_box_x,gt_box_y,gt_box_w,gt_box_h,architecture,noise_bucket,beam_spot_size_nm,collapse_threshold_nm,dose_reference,dose_search,detector_noise_sigma_ref,detector_noise_sigma_search,shear_amplitude_px,drift_jitter_px,astigmatism_ratio,vignette_strength,gamma,barrel_distortion_k,charging_streak_prob,charging_streak_intensity,speckle_sigma,salt_pepper_prob,linewidth_bias_nm,corner_rounding_px,mat_size_nm,strip_width_nm,boundary_bias,scale_ratio,rotation_deg,seed,modality
0,./dataset_optical/optical/reference/00000.png,./dataset_optical/optical/search/00000.png,875.8766713974994,117.82788511377713,823.8962160487106,65.84742976498828,103.96091069757772,103.96091069757772,dram_legacy,easy,3.491770767280866,10.0,2347.6374476767323,293.0180084303698,2.0238319193841035,5.109022906497794,0.7660348048116623,0.3935047051101805,1.0275767540725897,0.0,1.0430442497679666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.55,9.619,-0.43568139584441123,99,optical
1,./dataset_optical/optical/reference/00001.png,./dataset_optical/optical/search/00001.png,545.688614785253,924.92513530771,491.04977749971044,870.2862980221674,109.27767457108513,109.27767457108513,dram_dense,easy,4.5026829605344325,10.0,2683.3261648393254,397.19373340225275,2.802625869818571,4.320325071331479,0.7110802707126855,0.468336836900553,0.9343362765724057,0.0,1.0279812378701285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.55,9.151,1.392170912584008,99,optical
2,./dataset_optical/optical/reference/00002.png,./dataset_optical/optical/search/00002.png,591.4949272004226,767.6886049513288,538.1046442319229,714.2983219828291,106.78056593699947,106.78056593699947,dram_loose,easy,4.665930918727689,10.0,1893.6291823541926,395.3314352117311,1.918624845295859,4.642551420173385,0.5182077012505031,0.3762348174656886,1.0393524537224645,0.0,0.980355901936619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.55,9.365,-0.3580687409376293,99,optical
3,./dataset_optical/optical/reference/00003.png,./dataset_optical/optical/search/00003.png,891.3227811022366,306.9034614983005,844.515067190984,260.0957475870479,93.61542782250514,93.61542782250514,dram_wide,easy,4.920359552887055,10.0,2469.6315148207264,377.667033021383,2.793718331103503,5.6424254544951875,0.7973509069097582,0.4853251750597326,0.8813289325664669,0.0,0.9676616126027707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.55,10.682,-0.4166524677044112,99,optical
4,./dataset_optical/optical/reference/00004.png,./dataset_optical/optical/search/00004.png,309.0618122914599,494.62981616420547,262.3066224653892,447.87462633813476,93.51037965214138,93.51037965214138,dram_wide,easy,3.2813075097883244,10.0,2852.4462424569833,364.21877684719345,1.6315620273634008,4.947632484165281,0.914430885307527,0.49353614303148297,1.0198440480917277,0.0,1.0243684026757431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.55,10.694,1.335414087794566,99,optical
5,./dataset_optical/optical/reference/00005.png,./dataset_optical/optical/search/00005.png,345.3729967123799,268.8040363505492,294.89344093247075,218.32448057064008,100.95911155981828,100.95911155981828,dram_compact,easy,4.307884468250769,10.0,2921.001016779869,355.8131642244042,2.969305034065778,4.534390112178838,0.6635359255703084,0.461594193558198,1.0765819226683493,0.0,1.0142162960979562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.55,9.905,-0.5753894558743249,99,optical
6,./dataset_optical/optical/reference/00006.png,./dataset_optical/optical/search/00006.png,247.47679236512676,690.6692443534882,201.30874065690884,644.5011926452703,92.33610341643582,92.33610341643582,dram_wide,easy,3.697321968513072,10.0,2705.012643417345,308.47600134121404,1.14928403014603,4.859706229756859,0.8851334417941747,0.4810404580208255,0.9209855258237195,0.0,1.0494893803182221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.55,10.83,0.8738294327039688,99,optical
7,./dataset_optical/optical/reference/00007.png,./dataset_optical/optical/search/00007.png,770.9887322662296,802.5642618964634,724.4337974431384,756.0093270733722,93.10986964618249,93.10986964618249,dram_compact,easy,3.7096460220228336,10.0,2639.1716165758035,338.33560751500056,2.7505926514828416,4.504523329519678,0.6784844242064363,0.3493168007159639,0.905046350952291,0.0,0.9957270537348105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.55,10.74,-1.980819081186716,99,optical
8,./dataset_optical/optical/reference/00008.png,./dataset_optical/optical/search/00008.png,103.94273152186922,795.8809207105261,58.1384075936904,750.0765967823472,91.60864785635763,91.60864785635763,dram_compact,normal,6.204392915269814,10.0,2507.445549587672,183.50471058784296,2.8316511181906474,5.597032661145284,0.990304371133192,0.5108638097957234,0.9039894165050777,0.0,1.0738549279828142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,10.916,-0.09499878268951578,99,optical
9,./dataset_optical/optical/reference/00009.png,./dataset_optical/optical/search/00009.png,139.81350980818752,287.2696226570072,87.15421544273201,234.61032829155167,105.31858873091102,105.31858873091102,dram_legacy,normal,7.549647794045483,10.0,2021.3082675872745,213.62744716636024,1.2857008165119117,6.511308906481171,1.3686734316616294,0.5440964530295905,1.114778175458873,0.0,0.9029846485053993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9.495,1.1566698859011812,99,optical
10,./dataset_optical/optical/reference/00010.png,./dataset_optical/optical/search/00010.png,391.8941666232137,436.96818612123576,337.32688516517595,382.400904663198,109.13456291607552,109.13456291607552,dram_legacy,normal,3.9704607293939675,10.0,1768.4162593480187,161.41149875186727,2.1010932173431076,6.233946705787238,1.3863942788916301,0.5542708264187616,1.025494907231071,0.0,1.022487070807869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9.163,1.7475384198600121,99,optical
11,./dataset_optical/optical/reference/00011.png,./dataset_optical/optical/search/00011.png,518.8797777767224,394.8463347242483,472.2597311566758,348.22628810420167,93.24009324009324,93.24009324009324,dram_dense,normal,7.712228678509175,10.0,2153.565220285619,226.86553916750356,2.764183895581767,6.586971492692906,0.9152916002577047,0.5569779258555465,1.0823719360445332,0.0,1.06143751917763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,10.725,-1.1150872426985825,99,optical
12,./dataset_optical/optical/reference/00012.png,./dataset_optical/optical/search/00012.png,882.8192628877075,928.0532456591592,832.8891650247157,878.1231477961674,99.86019572598363,99.86019572598363,dram_1x,normal,5.948172547956868,10.0,1869.1941766949371,129.51574040940068,2.0384297005613443,5.2420954238673625,1.0155179629235838,0.6420177675592043,0.9207859704635282,0.0,1.0444340986834033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,10.014,1.7872184306520138,99,optical
13,./dataset_optical/optical/reference/00013.png,./dataset_optical/optical/search/00013.png,772.8197340704597,170.91396740276753,721.8876774340127,119.98191076632054,101.86411327289396,101.86411327289396,dram_legacy,normal,7.5795896931201,10.0,2677.2281707976454,165.98853780087182,2.7292484587553814,6.810411466072803,1.0528934836387458,0.7639858556897581,0.9246840074973107,0.0,1.0814672392125735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9.817,1.7467045662044685,99,optical
14,./dataset_optical/optical/reference/00014.png,./dataset_optical/optical/search/00014.png,647.2733240524416,417.2461305097679,601.6695298167612,371.6423362740875,91.20758847136081,91.20758847136081,dram_legacy,normal,5.4561641213935745,10.0,2121.7696011381313,135.694485611432,2.785478223270827,6.251422697860915,1.6970703856993286,0.6940412493599379,1.0900817404674852,0.0,0.993939633355428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,10.964,-0.9156057171137828,99,optical
15,./dataset_optical/optical/reference/00015.png,./dataset_optical/optical/search/00015.png,422.90051205773864,80.2584897251046,371.41250876250643,28.770486429872385,102.97600659046442,102.97600659046442,dram_1x,hard_noise,7.5267119490679555,10.0,2856.268175577284,109.15681526124638,1.8295292191959551,9.004124066284438,1.483667160383784,0.838799071894699,0.9771040099105291,0.0,0.9592838301572152,0.0,0.0,0.0,0.0,0.003876617070372034,0.0,0.0,2600.0,320.0,0.35,9.711,0.6629609357926669,99,optical
16,./dataset_optical/optical/reference/00016.png,./dataset_optical/optical/search/00016.png,740.4661297041163,314.5755736400686,687.9837113142769,262.0931552502292,104.96483677967882,104.96483677967882,dram_dense,hard_noise,6.544920106999081,10.0,1851.7651374119466,82.94310163045371,1.8130058430764704,8.327996200107709,2.034247115781309,0.8913130628524746,0.9884432690963093,0.0,1.1422546537910008,0.0,0.0,0.0,0.0,0.006905594268597649,0.0,0.0,2600.0,320.0,0.35,9.527,0.9700647652886563,99,optical
17,./dataset_optical/optical/reference/00017.png,./dataset_optical/optical/search/00017.png,234.3128625928692,221.34309521195462,183.22468439730366,170.25491701638907,102.17635639113108,102.17635639113108,dram_wide,hard_noise,6.817281645904983,10.0,1946.8382358875713,113.68496096580147,1.2508467926372215,8.282772490124463,2.3541816449828663,0.9826799696352567,1.0985741777470526,0.0,0.9429508595729609,0.0,0.0,0.0,0.0,0.002073468151615222,0.0,0.0,2600.0,320.0,0.35,9.787,0.5600179991595367,99,optical
18,./dataset_optical/optical/reference/00018.png,./dataset_optical/optical/search/00018.png,789.1343274859225,587.6549961935164,741.0897421106944,539.6104108182882,96.08917075045642,96.08917075045642,dram_1x,hard_geometry,4.346783605019688,10.0,2260.733214254997,226.70524292161022,2.279305253858959,7.28137293324392,1.8573348583237659,0.818461837629706,1.0262480659199218,0.0,1.0666969446785928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.0,10.407,0.15762260073648227,99,optical
19,./dataset_optical/optical/reference/00019.png,./dataset_optical/optical/search/00019.png,945.5814331723965,803.7229465690104,895.6064206786434,753.7479340752574,99.95002498750624,99.95002498750624,dram_dense,hard_geometry,7.828011381262277,10.0,1824.9504758466478,202.28763157697404,1.7869439465343107,5.652336823660832,2.1184907561965343,0.5458647306046094,0.9155038712145007,0.0,0.9828778620639392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.0,10.005,1.4358217238541968,99,optical
